romaji_title,english_title,native_title,description,genres,episodes,start_date,end_date,average_score,popularity,image_url
Ikkitousen,Battle Vixens: Ikki Tousen,一騎当千,"Seven schools are constantly 'at war' with each other, and the students within - both male and female - have become skilled fighters and constantly battle with rival schools. Their lives and fates are guided by strange jewels that contain the spirits and destinies of warriors from the Sangokushi period. One girl, Sonsaku Hakufu, has recently moved to Japan and is apparently destined to unite the schools as her counterpart united seven countries long ago. But, like all heroes, there is a darker side to her fate, and as always there is a constant struggle by those around her to break the chains of their own destinies and make their own lives.<br><br>
(Source: Anime News Network) ","Action, Ecchi",13.0,2003-7-30,2003-10-22,58.0,27520,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx257-gCZecr1Nu9NV.jpg
HAPPY☆LESSON (TV),HAPPY☆LESSON (TV),HAPPY☆LESSON,"Hitotose Chitose was always alone and untrusting of people but when 5 female teachers appear and started living together with him in his family's house as his mothers, things started to change and pick up, together with Hazuki-nee and Minazuki (his 2 sisters) everyday is a lesson.
<br><br>
(Source: Anime News Network)","Comedy, Drama, Romance, Slice of Life",13.0,2002-4-1,2002-6-30,61.0,4536,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx260-8Jw78seti49u.jpg
HAPPY☆LESSON: ADVANCE,HAPPY☆LESSON: ADVANCE,HAPPY☆LESSON ADVANCE,"Hitotose Chitose is now living together with his 5 teachers as his mothers when a mysterious girl appears and becomes their neighbor which turns out that that person is Nagatsuki Kuron who wants Mu-chan to be her mother so another sibling rivalry ensues as to who would end up as Mu-chan's child.
<br><br>
(Source: Anime News Network)","Comedy, Romance, Slice of Life",13.0,2003-7-3,2003-9-28,63.0,2375,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/261.jpg
Hajime no Ippo: THE FIGHTING!,Hajime no Ippo: The Fighting!,はじめの一歩 THE FIGHTING!,"Makunouchi Ippo has been bullied his entire life. Constantly running errands and being beaten up by his classmates, Ippo has always dreamed of changing himself, but never has the passion to act upon it. One day, in the midst of yet another bullying, Ippo is saved by Takamura Mamoru, who happens to be a boxer. Ippo faints from his injuries and is brought to the Kamogawa boxing gym to recover. As he regains consciousness, he is awed and amazed at his new surroundings in the gym, though lacks confidence to attempt anything. Takamura places a photo of Ippo's classmate on a punching bag and forces him to punch it. It is only then that Ippo feels something stir inside him and eventually asks Takamura to train him in boxing. Thinking that Ippo does not have what it takes, Takamura gives him a task deemed impossible and gives him a one week time limit. With a sudden desire to get stronger, for himself and his hard working mother, Ippo trains relentlessly to accomplish the task within the time limit. Thus Ippo's journey to the top of the boxing world begins.<br><br>","Comedy, Drama, Sports",75.0,2000-10-4,2002-3-27,86.0,113211,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx263-ivVyn9xAgwSZ.png
Gunparade March: Arata Naru Kougunka,Gunparade March,ガンパレード・マーチ -新たなる行軍歌-,"It began in 1945, at the end of the Pacific War. Alien invaders filled the earth's Skies, and mankind was forced to confront an unprecedented threat. For the first time in human history, people of all cultures came together under one banner.<br><br>
This war has now been raging for over fifty years. Countless lives have been lost, and the Japanese military is now forced to rely on young people such as Atsushi Hayami and his high school class, also known as Unit 5121. This new generation fearlessly struggles on with the aid of the HWT humanoid combat machines and the devastating PBE bomb.<br><br>
(Source: Media Blasters)","Drama, Mecha, Romance, Sci-Fi, Slice of Life",12.0,2003-2-6,2003-4-24,62.0,3190,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx266-nZSGUqJ58zWf.jpg
Gungrave,Gungrave,ガングレイヴ,"After a tragic scene with the murder of his friends, Brandon Heat follows his only friend Harry McDowel into Millennion, the largest mafia syndicate. While Harry McDowel is striving for power, Brandon is only staying in Millennion to see the girl he loves whose custody was gained by the leader of Millennion, Big Daddy. But as the years pass and Brandon proves loyal to Millennion, Brandon learns the true purpose and passion of Millennion, and that's when true conflict arises.
<br><br>
(Source: Anime News Network)","Action, Drama, Sci-Fi",26.0,2003-10-7,2004-3-30,76.0,32928,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx267-vGNmfjvWb1Qq.png
BLEACH,Bleach,BLEACH,"Ichigo Kurosaki is a rather normal high school student apart from the fact he has the ability to see ghosts. This ability never impacted his life in a major way until the day he encounters the Shinigami Kuchiki Rukia, who saves him and his family's lives from a Hollow, a corrupt spirit that devours human souls. 
<br><br>
Wounded during the fight against the Hollow, Rukia chooses the only option available to defeat the monster and passes her Shinigami powers to Ichigo. Now forced to act as a substitute until Rukia recovers, Ichigo hunts down the Hollows that plague his town. 


","Action, Adventure, Supernatural",366.0,2004-10-5,2012-3-27,78.0,402623,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx269-d2GmRkJbMopq.png
HELLSING,Hellsing,HELLSING,"Hellsing follows the antiheroic vampire, Alucard, and a police girl-turned-vampire, Seras Victoria, two vampires employed by the vampire-extermination group of England, the Hellsing Organization. Slowly but surely, through their active duty, they find a new breed of vampires beginning to arise.
<br><br>
(Source: Anime News Network)","Action, Horror, Supernatural",13.0,2001-10-11,2002-1-17,71.0,117742,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b270-S2ProngvO6BU.jpg
Gad Guard,Gad Guard,ガドガード,"Several hundred years in the future, the resources of the Earth runs out, and the progression of the human race has stagnated. The world is now divided into ""Units"". A boy named Hajiki Sanada lives with his mother and sister in Unit 74, in a place called ""Night Town"", in which all electricity is shut down at midnight. The key in this story is an object called the GAD. GADs have the ability to reconstruct materials while reacting to feelings of an organic life. The size and shape of the resulting product seem to be different depending on the kinds of feelings that the life possesses. When Hajiki comes in contact with one by accident, it transforms into a huge robot--a Tekkoudo, or ""Iron Giant""--which Hajiki names Lightning. And soon he realizes that he isn't the only one with a Tekkoudo, and must find out how to deal with those others who he feels are the ""same"" as himself.
<br><br>
(Source: Anime News Network)","Adventure, Mecha, Sci-Fi",26.0,2003-4-16,2003-9-25,64.0,3225,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/271.jpg
Noir,Noir,ノワール,"Mireille Bouquet is a professional assassin, and a very good one at that. But when she follows up an e-mail from a young Japanese girl named Yumura Kirika, inviting her to take ""a pilgrimage to the past"", her life becomes even more dangerous than it already is. Now, with a haunting melody invoking the memory of an event long past, Mireille and Kirika decide to work together to find the truth about a thousand year old organization that has controlled both of their lives since before they were born. And the only clue in their search, the only thing Kirika remembers about herself, becomes their working codename: a name designating an ancient fate, of two maidens who reign over death--Noir. <br><br>
(Source: Anime News Network)","Action, Drama, Mystery",26.0,2001-4-6,2001-9-28,71.0,23015,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx272-lRHGmGHUZMr2.jpg
Mahoutsukai ni Taisetsu na Koto,Someday's Dreamers,魔法遣いに大切なこと,"Yume Kikuchi, a girl who can use magic, goes to Tokyo to be an apprentice mage to the handsome Masami Oyamada (a professional mage). In Tokyo, Yume learns about magic, helping people, and various other things on her way to being a mage. But she soon also finds out that even just magic alone isn't enough to make someone truly happy...
<br><br>
(Source: Anime News Network)","Drama, Slice of Life, Supernatural",12.0,2003-1-10,2003-3-28,64.0,6843,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx273-x5hAqOcqvMZr.jpg
Kiddy Grade,Kiddy Grade,キディ・グレイド,"After fighting in numerous interstellar wars, mankind forms the Galactic Union to bring stability and to prevent conflicts between different planets. However, disputes between members of the union itself persists. In the Star Century year 0165, the Galactic Organization of Trade and Tariffs (GOTT) was formed. This organization utilizes the superpowered ES taskforce to maintain order. Eclair and Lumiere are two low-ranking ES members who carry out missions for GOTT. However, as they begin to see more and more of the galaxy, they soon realize that what they know about GOTT, the Galactic Union, and even themselves might not be all there is to it... <br><br>
(Source: Anime News Network)","Action, Ecchi, Mecha, Sci-Fi",24.0,2002-10-9,2003-3-19,67.0,7756,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx274-pFKbRi3Tg6PH.png
Mahoromatic,Mahoromatic: Automatic Maiden,まほろまてぃっく,"Vesper is a secret agency fighting an army of alien invaders by using super-powerful battle androids. Mahoro is Vesper's most powerful battle android and has won many battles, but she has little operating time left and soon will cease to function. However, if she lays down her arms and conserves her remaining power, the time she has left can be prolonged to just over a year. Mahoro is given an opportunity to live the remaining time she has as a normal human. She chooses to live as a maid for Suguru, a phenomenally messy high school student who lives by himself after his family passed away.
<br><br>
(Source: Anime News Network)","Comedy, Ecchi, Romance, Sci-Fi",12.0,2001-10-6,2001-12-29,68.0,14138,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b276-r8umGUlMypFh.png
Mahoromatic: Motto Utsukushii Mono,Mahoromatic: Something More Beautiful,まほろまてぃっく～もっと 美しいもの,"As the relationship between Mahoro, Suguru and his classmates develops further, another android girl enters their lives and becomes attached to Mahoro. All the while, the number of days before Mahoro is to shut down decreases steadily.
<br><br>
(Source: Anime News Network)","Comedy, Drama, Ecchi, Romance, Sci-Fi",14.0,2002-9-26,2003-1-16,67.0,6133,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx277-BbXji9c9d9mH.jpg
Viewtiful Joe,Viewtiful Joe,ビューティフル  ジョー,"* Based on a game by CAPCOM<br><br>
&ldquo;Movie Land&rdquo; is a world where movie characters were real. There was en evil syndicate, Jado, they altered the movie contents at their own will, and they tried to rule the people in the real world by showing the modified movie to them.<br><br>
One day, Joe went to the theater with his lover Silvia to watch a hero movie, &ldquo;Captain Blue&rdquo;. However, the movie ended with a tragedy no one expected. &ldquo;Captain Blue&rdquo; was helplessly beaten by the evil syndicate Jado. Then, the leader of Jado declared that they would conquer the real world, and they took Silvia into the screen.<br><br>
To take her back, Joe turns into a super hero to battle against them. In the world of &ldquo;Movie Land&rdquo;, now begins the beautiful battle of Viewtiful Joe.<br><br>
(Source: AniDB)","Action, Comedy, Sci-Fi",51.0,2004-10-2,2005-9-24,63.0,2759,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/278.jpg
